a01,aeu,totexp_m,div,district,hh_type,lat1,long1,totexp_m_pc
5411,3.019999951,8543.31063,30,93,national representative,24.29722222,90.04027778,2828.910851
5412,2.939999938,8309.094324,30,93,national representative,24.29555556,90.04833333,2826.222619
5413,2.909999967,11051.7895,30,93,national representative,24.28666667,90.04444444,3797.865851
5414,3.709999919,12710.1678,30,93,national representative,24.28833333,90.28861111,3425.921316
5415,3.149999976,31598.62238,30,93,national representative,24.27944444,90.285,10031.30877
5416,3.459999979,5906.479051,30,93,national representative,24.27527778,90.04388889,1707.074881
5417,2.839999944,13851.26753,30,93,national representative,24.26583333,90.04111111,4877.206972
5418,2.269999951,8160.318986,30,93,national representative,24.27111111,90.28805556,3594.854256
5419,4.48999995,9304.472864,30,93,national representative,24.27111111,90.28055556,2072.265694
5420,2.829999983,13364.28022,30,93,national representative,24.265,90.28111111,4722.360529
5421,2.559999943,5030.726228,30,93,national representative,24.24638889,89.90555556,1965.127477
5422,3.659999907,10443.02341,30,93,national representative,24.25777778,89.92,2853.285156
5423,2.659999967,8843.746015,30,93,national representative,24.25166667,89.91611111,3324.716589
5424,2.559999943,14036.68391,30,93,national representative,24.24027778,89.91166667,5483.079775
5425,1.849999964,4974.188684,30,93,national representative,24.22305556,89.93527778,2688.750692
5426,2.889999926,9343.779229,30,93,national representative,24.22083333,89.9125,3233.141684
5427,3.019999981,14241.77456,30,93,national representative,24.23166667,90.13194444,4715.819419
5428,2.349999964,4682.493432,30,93,national representative,24.22916667,90.12027778,1992.550427
5429,3.079999983,9763.971506,30,93,national representative,24.23333333,90.11555556,3170.120636
5430,3.869999945,9382.521515,30,93,national representative,24.21333333,90.1,2424.424198
5431,5.609999925,25006.27381,30,93,national representative,24.2425,90.10277778,4457.446371
5432,5.599999905,9140.55636,30,93,national representative,24.23222222,90.11138889,1632.242235
5433,2.969999939,8672.429893,30,93,national representative,24.22,90.10777778,2920.010125
5434,4.339999974,8533.480856,30,93,national representative,24.21444444,90.11472222,1966.239841
5435,2.329999983,11750.20615,30,93,national representative,24.215,90.12138889,5043.006968
5436,7.009999901,47310.9939,30,93,national representative,24.20888889,90.10444444,6749.071978
5437,3.049999952,6029.800617,30,93,national representative,24.21055556,90.0925,1976.98384
5438,3.169999957,9201.890411,30,93,national representative,24.21972222,90.12861111,2902.804585
5439,2.539999962,6947.395136,30,93,national representative,24.10611111,90.13944444,2735.194977
5440,3.549999952,12057.02753,30,93,national representative,24.14388889,89.91,3396.34583
5441,2.899999946,9609.573488,30,93,national representative,24.47944444,90.31555556,3313.646092
5442,2.679999948,14658.14206,30,93,national representative,24.52361111,90.32111111,5469.456099
5443,2.969999939,7701.520273,30,93,national representative,24.60833333,90.36638889,2593.104522
5444,3.899999976,11345.27006,30,93,national representative,24.62277778,90.35527778,2909.043623
5445,2.919999957,10441.72481,30,93,national representative,24.62333333,90.36888889,3575.933205
5446,2.829999954,7250.616802,30,93,national representative,24.60777778,90.33444444,2562.055449
5447,3.959999979,10725.61075,30,93,national representative,24.57111111,90.34194444,2708.487579
5448,2.909999967,16405.1195,30,93,national representative,24.48444444,90.29055556,5637.498176
5449,3.959999919,15715.74222,30,93,national representative,24.50333333,90.29777778,3968.621853
5450,2.689999998,13099.19736,30,93,national representative,24.54,90.28305556,4869.590099
5451,2.559999943,7525.292901,30,93,national representative,24.5475,90.22083333,2939.567605
5452,3.359999925,6420.540501,30,93,national representative,24.58666667,90.46777778,1910.875192
5453,2.709999979,4150.537538,30,93,national representative,24.5825,90.26472222,1531.563679
5454,2.74999997,5457.238764,30,93,national representative,24.52555556,90.4675,1984.450481
5455,2.339999974,7413.374073,30,93,national representative,24.53,90.4425,3168.108614
5456,2.589999974,12408.07796,30,93,national representative,24.53555556,90.40777778,4790.763739
5457,2.649999976,7568.658629,30,93,national representative,24.48027778,90.22888889,2856.097622
5458,3.619999945,13485.40409,30,93,national representative,24.48694444,90.27444444,3725.249804
5459,3.50999999,6999.037116,30,93,national representative,24.46527778,90.30361111,1994.027674
5460,1.859999955,6929.461425,30,93,national representative,24.44611111,90.31111111,3725.516986
5461,3.49999994,5587.344809,55,94,national representative,26.23416667,88.54416667,1596.384258
5462,3.089999974,7331.800872,55,94,national representative,26.23666667,88.53027778,2372.751112
5463,4.519999921,9981.712834,55,94,national representative,26.21111111,88.49083333,2208.343586
5464,3.119999945,7529.606318,55,94,national representative,26.22666667,88.53194444,2413.335401
5465,2.679999948,16585.29488,55,94,national representative,26.18916667,88.47666667,6188.542988
5466,2.099999964,6192.901745,55,94,national representative,26.22833333,88.49194444,2949.000881
5467,3.359999955,6972.104557,55,94,national representative,26.19638889,88.48,2075.031146
5468,2.209999979,4107.812473,55,94,national representative,26.35944444,88.43805556,1858.738694
5469,2.209999979,4041.414737,55,94,national representative,26.34,88.4475,1828.694469
5470,5.909999907,8998.696959,55,94,national representative,26.34527778,88.44,1522.622183
5471,3.119999945,6383.785217,55,94,national representative,26.33083333,88.43444444,2046.085041
5472,2.24999997,6087.045135,55,94,national representative,26.38222222,88.52611111,2705.353429
5473,4.389999986,8408.585214,55,94,national representative,26.37916667,88.52888889,1915.395271
5474,2.669999987,4455.936334,55,94,national representative,26.38166667,88.5225,1668.890021
5475,2.139999986,2996.127679,55,94,national representative,26.39388889,88.27472222,1400.059672
5476,1.639999986,3542.613862,55,94,national representative,26.41916667,88.29527778,2160.130422
5477,3.299999952,4611.207757,55,94,national representative,26.39222222,88.28888889,1397.335704
5478,2.869999945,3844.105162,55,94,national representative,26.38944444,88.42138889,1339.40949
5479,1.849999964,2921.209782,55,94,national representative,26.42083333,88.42833333,1579.032345
5480,3.349999964,6385.07967,55,94,national representative,26.39305556,88.4225,1905.993952
5481,2.339999974,5701.827786,55,94,national representative,26.06055556,88.26305556,2436.678568
5482,3.559999943,8513.950144,55,94,national representative,26.05972222,88.27861111,2391.559068
5483,3.039999962,5013.287529,55,94,national representative,26.05027778,88.26111111,1649.10776
5484,2.099999964,4500.301203,55,94,national representative,26.04638889,88.29055556,2143.000609
5485,2.869999975,18872.79181,55,94,national representative,26.05305556,88.3125,6575.885706
5486,1.529999971,2657.317579,55,94,national representative,26.0625,88.29027778,1736.808908
5487,2.119999945,4732.88949,55,94,national representative,26.04,88.30083333,2232.4951
5488,2.529999971,5412.496375,55,94,national representative,26.15527778,88.27166667,2139.326655
5489,2.73999995,5826.973527,55,94,national representative,26.14833333,88.27111111,2126.632713
5490,1.50999999,5220.286437,55,94,national representative,26.16,88.27111111,3457.143358
5491,4.119999945,5503.767761,55,94,national representative,26.11111111,88.29555556,1335.865979
5492,3.649999976,4398.184266,55,94,national representative,26.15055556,88.30777778,1204.981999
5493,2.309999973,7526.307729,55,94,national representative,26.11888889,88.27638889,3258.141913
5494,2.069999963,4772.422035,55,94,national representative,26.11777778,88.28833333,2305.517933
5495,2.799999982,4513.715762,55,94,national representative,26.16444444,88.27722222,1612.041354
5496,3.629999965,5992.490862,55,94,national representative,26.16416667,88.27666667,1650.823945
5497,2.209999979,4543.873381,55,94,national representative,26.15944444,88.34194444,2056.051324
5498,2.170000017,5947.397402,55,94,national representative,26.15666667,88.34416667,2740.736109
5499,2.539999962,5781.244523,55,94,national representative,26.07583333,88.27638889,2276.080555
5500,2.25999999,5514.279788,55,94,national representative,26.08222222,88.27777778,2439.946819
5501,3.819999963,16184.70407,40,1,feed the future,22.88166667,89.85166667,4236.833566
5502,2.829999983,8056.056629,40,1,feed the future,22.86694444,89.84583333,2846.663137
5503,3.889999956,6189.329131,40,1,feed the future,22.89916667,89.84083333,1591.087198
5504,1.859999955,3431.833565,40,1,feed the future,22.91111111,89.84222222,1845.071854
5505,3.49999994,7290.528811,40,1,feed the future,22.97111111,89.8725,2083.008267
5506,2.259999961,11560.83927,40,1,feed the future,22.93333333,89.87722222,5115.415696
5507,2.779999971,4106.148285,40,1,feed the future,22.92166667,89.88361111,1477.031773
5508,3.539999932,7349.538615,40,1,feed the future,22.92083333,89.87916667,2076.140892
5509,3.589999914,9638.909425,40,1,feed the future,22.90472222,89.87388889,2684.933052
5510,1.859999955,9329.83183,40,1,feed the future,22.88388889,89.87055556,5016.03874
5511,1.75,9545.826553,40,1,feed the future,22.87833333,89.87972222,5454.758031
5512,4.099999964,8113.099308,40,1,feed the future,22.86222222,89.86805556,1978.804727
5513,1.439999998,5009.62633,40,1,feed the future,22.86138889,89.87138889,3478.90718
5514,3.109999955,6137.558534,40,1,feed the future,22.83388889,89.86083333,1973.491519
5515,2.569999933,9820.206153,40,1,feed the future,22.86722222,89.86555556,3821.091988
5516,0.610000014,1800.184488,40,1,feed the future,22.85611111,89.86166667,2951.122042
5517,5.049999952,9462.257229,40,1,feed the future,22.85444444,89.82888889,1873.714321
5518,3.599999964,8784.162855,40,1,feed the future,22.90388889,89.81111111,2440.045262
5519,2.589999974,4074.652533,40,1,feed the future,22.89888889,89.80555556,1573.224932
5520,4.209999979,15676.30502,40,1,feed the future,22.87166667,89.82416667,3723.587911
5521,2.829999983,5400.981252,40,1,feed the future,22.80777778,89.72444444,1908.473952
5522,2.849999934,9748.607165,40,1,feed the future,22.92666667,89.71694444,3420.563996
5523,3.159999967,9463.935371,40,1,feed the future,22.87222222,89.69611111,2994.916288
5524,2.709999979,7910.203644,40,1,feed the future,22.90027778,89.6775,2918.894357
5525,3.359999955,14198.06043,40,1,feed the future,22.91027778,89.70027778,4225.61328
5526,2.519999981,6534.725469,40,1,feed the future,22.79722222,89.74888889,2593.145047
5527,3.479999959,7518.028635,40,1,feed the future,22.83888889,89.68611111,2160.353081
5528,2.549999952,10628.38278,40,1,feed the future,22.83916667,89.64222222,4167.993323
5529,2.829999954,9493.555129,40,1,feed the future,22.77138889,89.72722222,3354.613175
5530,3.949999958,8534.643054,40,1,feed the future,22.8025,89.66666667,2160.66915
5531,3.389999986,10201.90236,40,1,feed the future,22.94805556,89.67694444,3009.41074
5532,2.099999964,4847.237253,40,1,feed the future,22.79,89.74944444,2308.208255
5533,2.689999998,11212.58276,40,1,feed the future,22.81166667,89.67333333,4168.246383
5534,2.629999936,12690.94708,40,1,feed the future,22.75722222,89.65833333,4825.455281
5535,3.559999973,2438.45833,40,1,feed the future,22.78,89.73555556,684.9602104
5536,3.089999914,6314.32846,40,1,feed the future,22.84111111,89.71694444,2043.47205
5537,2.709999979,9070.177151,40,1,feed the future,23.00055556,89.71916667,3346.928865
5538,3.289999962,7107.485075,40,1,feed the future,22.77222222,89.70166667,2160.329835
5539,2.279999971,4602.330531,40,1,feed the future,22.82555556,89.67916667,2018.566048
5540,2.50999999,3859.36403,40,1,feed the future,22.95611111,89.66722222,1537.595237
5541,3.49999994,18375.74185,40,1,feed the future,22.66555556,90.01166667,5250.212045
5542,2,7380.570375,40,1,feed the future,22.66944444,90.00138889,3690.285187
5543,1.379999995,1999.840804,40,1,feed the future,22.66277778,90.03805556,1449.160008
5544,1.710000008,4885.39827,40,1,feed the future,22.59638889,90.09083333,2856.958039
5545,1.069999993,5847.138328,40,1,feed the future,22.62444444,90.09277778,5464.615296
5546,4.589999974,15222.04616,40,1,feed the future,22.66861111,90.08333333,3316.349946
5547,2.919999987,5528.134761,40,1,feed the future,22.67361111,90.07361111,1893.196845
5548,2.439999938,9197.375662,40,1,feed the future,22.58722222,90.04861111,3769.416351
5549,2.409999967,5198.240116,40,1,feed the future,22.53694444,90.00083333,2156.946136
5550,3.259999931,6150.881777,40,1,feed the future,22.53583333,90.00833333,1886.773591
5551,4.4799999,13258.57254,40,1,feed the future,22.54527778,90.02555556,2959.502866
5552,3.019999921,11602.52796,40,1,feed the future,22.71194444,89.98805556,3841.896776
5553,1.23999998,7451.638962,40,1,feed the future,22.47333333,89.99055556,6009.386358
5554,2.889999926,19072.39623,40,1,feed the future,22.49222222,89.99333333,6599.445232
5555,2.559999943,16860.24181,40,1,feed the future,22.50944444,89.99777778,6586.032103
5556,1.50999999,3342.607296,40,1,feed the future,22.56333333,90.04694444,2213.64723
5557,6.159999907,11247.17527,40,1,feed the future,22.51638889,90.01444444,1825.840169
5558,3.099999964,5658.950173,40,1,feed the future,22.56694444,90.05166667,1825.467819
5559,2.799999923,15702.59266,40,1,feed the future,22.53111111,90.0275,5608.068963
5560,2.449999988,14067.97912,40,1,feed the future,22.66277778,90.03805556,5742.032324
5561,3.589999914,20571.00652,10,4,feed the future,22.33638889,90.46444444,5730.085519
5562,1.859999955,6943.436952,10,4,feed the future,22.11027778,90.45888889,3733.03071
5563,5.509999931,21938.83696,10,4,feed the future,22.11194444,90.42388889,3981.640152
5564,3.159999937,5226.447829,10,4,feed the future,22.14027778,90.39305556,1653.939219
5565,2.559999943,2486.708293,10,4,feed the future,22.16805556,90.38138889,971.3704488
5566,2.669999987,8458.150717,10,4,feed the future,22.21861111,90.35777778,3167.846726
5567,2.339999974,4672.006893,10,4,feed the future,22.22333333,90.35,1996.584165
5568,1.859999955,9279.960476,10,4,feed the future,22.26388889,90.34861111,4989.226184
5569,1.859999955,8454.449929,10,4,feed the future,22.33222222,90.34027778,4545.403298
5570,1.859999955,6221.756959,10,4,feed the future,22.13833333,90.28083333,3345.030705
5571,2.429999948,13014.46173,10,4,feed the future,22.13888889,90.30222222,5355.745684
5572,1.859999955,6796.667247,10,4,feed the future,22.34138889,90.34055556,3654.122265
5573,3.199999928,8217.317404,10,4,feed the future,22.1375,90.31222222,2567.911746
5574,3.549999952,13454.44631,10,4,feed the future,22.13472222,90.33916667,3789.984927
5575,3.059999943,8421.820179,10,4,feed the future,22.16138889,90.42111111,2752.228868
5576,2.219999969,5380.048525,10,4,feed the future,22.13805556,90.43611111,2423.445316
5577,3.139999956,13143.38796,10,4,feed the future,22.15805556,90.24916667,4185.792404
5578,1.310000002,7906.569578,10,4,feed the future,22.23388889,90.24027778,6035.549285
5579,1.849999964,4733.709435,10,4,feed the future,22.24194444,90.25194444,2558.761906
5580,5.019999981,12801.93078,10,4,feed the future,22.30861111,90.25027778,2550.185424
5581,2.419999957,9749.933288,10,4,feed the future,22.46777778,90.37722222,4028.898124
5582,3.23999995,5875.687356,10,4,feed the future,22.45666667,91.73666667,1813.48378
5583,3.329999983,14469.2833,10,4,feed the future,22.49083333,90.4075,4345.130143
5584,2.949999958,6951.009153,10,4,feed the future,22.24833333,90.38388889,2356.274323
5585,3.449999958,5567.59418,10,4,feed the future,22.2775,90.17861111,1613.795434
5586,2.339999974,12800.40893,10,4,feed the future,22.27361111,90.185,5470.260287
5587,3.899999976,8548.701467,10,4,feed the future,22.27333333,90.19472222,2191.974748
5588,3.569999933,10316.47399,10,4,feed the future,22.27138889,90.20583333,2889.768679
5589,3.939999968,8112.004944,10,4,feed the future,22.27388889,90.27333333,2058.88452
5590,3.069999993,6934.553126,10,4,feed the future,22.26888889,90.2675,2258.812098
5591,3.219999969,8880.492154,10,4,feed the future,22.47111111,90.30388889,2757.916845
5592,4.959999919,7960.283753,10,4,feed the future,22.45861111,90.30833333,1604.895944
5593,2.609999955,5717.651815,10,4,feed the future,22.42777778,90.31944444,2190.671232
5594,3.729999959,11067.82736,10,4,feed the future,22.42583333,90.32527778,2967.245973
5595,2.769999981,4584.579026,10,4,feed the future,22.4425,90.25333333,1655.082692
5596,3.039999962,5555.272303,10,4,feed the future,22.43,90.26027778,1827.392228
5597,3.779999942,11970.55054,10,4,feed the future,22.47472222,90.33388889,3166.812361
5598,2.469999969,8605.47523,10,4,feed the future,22.40305556,90.26333333,3483.998112
5599,3.109999955,14194.42299,10,4,feed the future,22.41694444,90.265,4564.123213
5600,2.629999936,6059.358058,10,4,feed the future,22.3875,90.34388889,2303.938481
5601,2.889999986,17411.28377,10,6,feed the future,23.08777778,90.33083333,6024.665696
5602,4.359999955,10763.85146,10,6,feed the future,23.05694444,90.22166667,2468.773297
5603,2.799999952,13395.21349,10,6,feed the future,23.01777778,90.32972222,4784.004901
5604,3.599999964,14020.97273,10,6,feed the future,23.00194444,90.34638889,3894.714686
5605,3.449999928,5624.938004,10,6,feed the future,22.98916667,90.34583333,1630.416847
5606,3.49999994,15002.73656,10,6,feed the future,22.96583333,90.34833333,4286.496232
5607,3.170000017,17992.07267,10,6,feed the future,22.95,90.34805556,5675.732674
5608,2.709999979,13435.67057,10,6,feed the future,22.93194444,90.35444444,4957.812058
5609,3.209999919,8505.893717,10,6,feed the future,22.91638889,90.35805556,2649.811194
5610,2.539999962,11016.16278,10,6,feed the future,22.9,90.36333333,4337.072027
5611,2.849999934,8617.201278,10,6,feed the future,22.88916667,90.35472222,3023.579465
5612,2.919999957,9697.31526,10,6,feed the future,22.87583333,90.36666667,3320.998425
5613,3.319999963,11200.46424,10,6,feed the future,22.86416667,90.36833333,3373.633845
5614,2.809999943,9486.543169,10,6,feed the future,22.84972222,90.36305556,3375.994079
5615,3.23999995,21844.91147,10,6,feed the future,23.08805556,90.38833333,6742.256732
5616,3.839999974,10481.5847,10,6,feed the future,23.075,90.38972222,2729.579368
5617,1.859999955,6486.087685,10,6,feed the future,23.06944444,90.39583333,3487.144001
5618,2.810000002,5205.023088,10,6,feed the future,23.04166667,90.41305556,1852.321382
5619,2.439999938,6867.635102,10,6,feed the future,23.03861111,90.42722222,2814.604622
5620,2.709999979,19386.64126,10,6,feed the future,23.01472222,90.43166667,7153.742219
5621,4.389999986,12120.13218,10,6,feed the future,22.36666667,90.08861111,2760.850165
5622,3.549999952,20722.17625,10,6,feed the future,22.94388889,90.08916667,5837.232824
5623,2.709999979,8924.567181,10,6,feed the future,22.92833333,90.10444444,3293.198248
5624,3.169999957,10519.47957,10,6,feed the future,22.98027778,90.08861111,3318.447857
5625,3.019999921,7338.185742,10,6,feed the future,22.95555556,90.07694444,2429.862892
5626,2.099999964,5894.123854,10,6,feed the future,22.8825,90.1225,2806.725692
5627,3.919999897,9784.060126,10,6,feed the future,22.91305556,90.08194444,2495.933771
5628,3.439999998,15141.12927,10,6,feed the future,22.91944444,90.18083333,4401.491069
5629,4.019999921,11704.9482,10,6,feed the future,22.91305556,90.09777778,2911.678714
5630,3.049999952,12652.51223,10,6,feed the future,22.88222222,90.105,4148.364729
5631,4.619999886,11792.58239,10,6,feed the future,22.87611111,90.11277778,2552.507075
5632,5.139999896,6849.70539,10,6,feed the future,22.85305556,90.12361111,1332.627535
5633,3.619999945,10871.14773,10,6,feed the future,23.09277778,90.14083333,3003.079529
5634,3.029999971,11652.35009,10,6,feed the future,22.85666667,90.07583333,3845.660132
5635,4.909999907,8116.731679,10,6,feed the future,22.88138889,90.32027778,1653.102206
5636,5.019999921,21822.51333,10,6,feed the future,22.88777778,90.30138889,4347.114278
5637,5.039999932,13370.59685,10,6,feed the future,22.92694444,90.28944444,2652.896236
5638,3.23999995,6165.186102,10,6,feed the future,22.9425,90.06861111,1902.835246
5639,4.119999945,8589.914925,10,6,feed the future,22.96944444,90.325,2084.930835
5640,2.98999995,5293.489135,10,6,feed the future,23.00583333,90.29305556,1770.397734
5641,3.149999976,24018.19387,10,6,feed the future,22.84833333,90.40722222,7624.823509
5642,4.039999992,17277.19686,10,6,feed the future,22.835,90.38694444,4276.533884
5643,1.849999964,10450.49171,10,6,feed the future,22.85333333,90.36583333,5648.914549
5644,3.00999999,12635.38377,10,6,feed the future,22.84444444,90.38777778,4197.801932
5645,3.099999964,12625.65266,10,6,feed the future,22.84638889,90.36777778,4072.791227
5646,6.189999938,22261.9313,10,6,feed the future,22.85194444,90.35,3596.434817
5647,5.299999952,15857.44681,10,6,feed the future,22.85861111,90.34722222,2991.971123
5648,2.860000014,12172.52534,10,6,feed the future,22.8675,90.35833333,4256.12772
5649,3.349999964,5096.642979,10,6,feed the future,22.88805556,90.35333333,1521.38598
5650,2.979999959,8644.278629,10,6,feed the future,22.88083333,90.5575,2900.76468
5651,3.229999959,9016.863691,10,6,feed the future,22.88166667,90.30638889,2791.598701
5652,3.339999974,6977.760201,10,6,feed the future,22.86916667,90.30638889,2089.149777
5653,2.99999994,10963.83052,10,6,feed the future,22.84583333,90.30916667,3654.610245
5654,2.309999973,9856.650182,10,6,feed the future,22.81333333,90.49194444,4266.948181
5655,4.659999907,13922.33811,10,6,feed the future,22.82666667,90.48305556,2987.626264
5656,2.709999979,12633.39326,10,6,feed the future,22.84583333,90.49611111,4661.768768
5657,4.349999905,11242.76647,10,6,feed the future,22.84972222,90.48055556,2584.544072
5658,2.73999998,5206.25906,10,6,feed the future,22.85944444,90.47944444,1900.094562
5659,3.059999943,6880.160681,10,6,feed the future,22.88388889,90.485,2248.418565
5660,3.869999945,6529.392664,10,6,feed the future,22.91416667,90.47222222,1687.181591
5661,3.389999926,16065.78685,10,6,feed the future,22.90138889,90.26111111,4739.170266
5662,1.849999964,7405.859706,10,6,feed the future,22.90944444,90.46527778,4003.167486
5663,4.659999967,13888.72503,10,6,feed the future,23.12722222,90.24888889,2980.413118
5664,3.709999979,14389.14693,10,6,feed the future,23.13944444,90.28222222,3878.476285
5665,3.389999986,18427.54877,10,6,feed the future,23.12111111,90.28444444,5435.855118
5666,3.369999975,16927.92453,10,6,feed the future,23.09666667,90.25,5023.123042
5667,2.439999938,17401.34165,10,6,feed the future,23.09333333,90.24611111,7131.697577
5668,4.229999959,7394.485655,10,6,feed the future,23.10111111,90.26361111,1748.105373
5669,5.189999938,17288.93548,10,6,feed the future,23.07916667,90.25638889,3331.201481
5670,4.280000031,10382.26034,10,6,feed the future,23.06388889,90.26027778,2425.761745
5671,5.459999949,19241.15505,10,6,feed the future,23.05,90.25888889,3524.021105
5672,2.539999962,14970.27505,10,6,feed the future,23.06555556,90.28666667,5893.809163
5673,2.570000023,14550.39627,10,6,feed the future,23.08722222,90.27972222,5661.63274
5674,4.059999943,13851.16489,10,6,feed the future,23.10472222,90.29277778,3411.617017
5675,3.969999969,9626.588984,10,6,feed the future,23.08138889,90.29416667,2424.833516
5676,0.829999983,4489.520849,10,6,feed the future,23.05888889,90.29722222,5409.061373
5677,3.069999933,12279.07476,10,6,feed the future,23.02972222,90.30888889,3999.698707
5678,3.539999932,4840.265374,10,6,feed the future,23.0225,90.30527778,1367.306629
5679,4.079999924,21296.50499,10,6,feed the future,23.03027778,90.32916667,5219.731712
5680,1.290000021,5603.108511,10,6,feed the future,23,90.31805556,4343.494898
5681,4.559999943,15840.47095,10,9,feed the future,22.28611111,90.875,3473.787533
5682,3.359999955,20093.86187,10,9,feed the future,22.355,90.93833333,5980.316112
5683,5.24000001,15710.30941,10,9,feed the future,22.29805556,90.89,2998.150645
5684,3.869999945,12166.46826,10,9,feed the future,22.295,90.90777778,3143.790292
5685,1.50999999,8452.280965,10,9,feed the future,22.34527778,90.9175,5597.537098
5686,2.959999919,8561.847152,10,9,feed the future,22.37916667,90.97138889,2892.516009
5687,3.529999942,6237.525504,10,9,feed the future,22.35388889,90.945,1767.004421
5688,1.849999964,6727.846658,10,9,feed the future,22.35111111,90.95888889,3636.67394
5689,4.109999955,11878.04785,10,9,feed the future,22.32916667,91.02361111,2890.036006
5690,2.339999974,5831.057242,10,9,feed the future,22.29472222,90.92222222,2491.904832
5691,2.849999934,4619.050529,10,9,feed the future,22.3825,91.0025,1620.719521
5692,4.029999942,10474.98722,10,9,feed the future,22.37666667,90.99833333,2599.25245
5693,4.139999986,49307.36707,10,9,feed the future,22.48083333,90.95777778,11909.99209
5694,4.429999948,28483.29699,10,9,feed the future,22.47777778,90.96777778,6429.638223
5695,2.339999974,7302.10307,10,9,feed the future,22.275,90.96666667,3120.556902
5696,3.939999938,6787.132686,10,9,feed the future,22.28083333,90.95527778,1722.622536
5697,5.199999928,15704.80021,10,9,feed the future,22.2725,90.78361111,3020.153928
5698,2.25,4141.831518,10,9,feed the future,22.27083333,90.96555556,1840.814008
5699,3.24999994,12076.69408,10,9,feed the future,22.4825,90.97666667,3715.905938
5700,2.629999936,9775.104351,10,9,feed the future,22.325,91.01694444,3716.769806
5701,4.569999933,17577.78259,10,9,feed the future,22.60638889,90.7725,3846.341979
5702,4.109999925,16317.46007,10,9,feed the future,22.77833333,90.75916667,3970.185004
5703,3.759999931,17803.27897,10,9,feed the future,22.78472222,90.57333333,4734.914706
5704,4.229999959,19614.46204,10,9,feed the future,22.99916667,90.76694444,4636.988706
5705,3.659999907,22557.13042,10,9,feed the future,22.78027778,90.99666667,6163.150543
5706,3.459999979,26197.17273,10,9,feed the future,22.78083333,91.0025,7571.437253
5707,4.939999998,12083.94412,10,9,feed the future,22.58361111,90.76722222,2446.142536
5708,2.679999948,16304.90161,10,9,feed the future,22.77361111,90.77111111,6083.918631
5709,2.679999948,7681.497295,10,9,feed the future,22.60027778,90.81722222,2866.23039
5710,4.49999994,9466.146045,10,9,feed the future,22.76138889,90.82277778,2103.588038
5711,3.50999999,10873.77698,10,9,feed the future,22.7225,90.85611111,3097.942167
5712,2.949999988,14123.58547,10,9,feed the future,22.77194444,90.76166667,4787.656113
5713,4.819999933,11341.79804,10,9,feed the future,22.93527778,90.78222222,2353.070166
5714,2.629999936,17304.4099,10,9,feed the future,22.77638889,90.78361111,6579.623698
5715,2.559999943,7251.094799,10,9,feed the future,22.81333333,90.78833333,2832.458969
5716,2.309999973,10177.69799,10,9,feed the future,22.80388889,90.79166667,4405.929917
5717,3.310000002,4514.226404,10,9,feed the future,22.81666667,90.81138889,1363.814623
5718,3.689999938,9344.166662,10,9,feed the future,22.77611111,90.78055556,2532.294531
5719,3.670000017,21539.51154,10,9,feed the future,22.77333333,90.75472222,5869.076688
5720,3.279999971,7510.985644,10,9,feed the future,22.79111111,90.81027778,2289.934668
5721,4.48999995,15853.14922,40,18,feed the future,23.63944444,88.92694444,3530.768239
5722,1.849999964,11592.542,40,18,feed the future,23.65166667,88.92777778,6266.239042
5723,2.279999971,7619.202874,40,18,feed the future,23.66083333,88.92611111,3341.755689
5724,2.829999983,9491.862621,40,18,feed the future,23.64666667,88.9325,3354.01508
5725,1.360000014,2747.649665,40,18,feed the future,23.63166667,88.92138889,2020.330615
5726,2.889999926,12018.45333,40,18,feed the future,23.62277778,88.93944444,4158.634478
5727,2.959999979,10770.04035,40,18,feed the future,23.62305556,88.93138889,3638.527171
5728,2.020000041,5696.788924,40,18,feed the future,23.63805556,88.9325,2820.19248
5729,0.610000014,952.2185763,40,18,feed the future,23.63583333,88.93944444,1561.014023
5730,2.349999964,7527.903448,40,18,feed the future,23.63166667,88.94611111,3203.363218
5731,3.449999928,8145.476897,40,18,feed the future,23.63944444,88.945,2361.007845
5732,5.219999909,12751.37386,40,18,feed the future,23.6325,88.95583333,2442.791969
5733,1.849999964,3168.712701,40,18,feed the future,23.63388889,88.96416667,1712.81771
5734,2.829999954,8304.706883,40,18,feed the future,23.62861111,88.95277778,2934.525448
5735,2.209999979,9425.480775,40,18,feed the future,23.65777778,88.96222222,4264.923469
5736,2.339999974,6129.561682,40,18,feed the future,23.64861111,88.97666667,2619.470834
5737,2.349999964,4352.720201,40,18,feed the future,23.65888889,88.98138889,1852.22139
5738,2.269999951,5853.239242,40,18,feed the future,23.65694444,88.96583333,2578.519545
5739,2.099999964,5064.596562,40,18,feed the future,23.6525,88.94027778,2411.71269
5740,2.669999957,4997.883951,40,18,feed the future,23.65444444,88.94055556,1871.866678
5741,4.00999999,7964.783645,40,18,feed the future,23.64833333,88.91527778,1986.23034
5742,2.889999926,17340.03859,40,18,feed the future,23.66666667,88.92027778,6000.013508
5743,1.849999964,5625.737846,40,18,feed the future,23.68527778,88.91944444,3040.939435
5744,4.009999931,7054.803943,40,18,feed the future,23.67944444,88.91444444,1759.302759
5745,4.74999994,10553.21594,40,18,feed the future,23.68944444,88.91,2221.729699
5746,1.50999999,5683.640029,40,18,feed the future,23.66416667,88.98111111,3764.000043
5747,3.49999994,22234.9456,40,18,feed the future,23.64805556,88.94611111,6352.841707
